	MOVIES	YEAR	GENRE	RATING	STARS	VOTES	RunTime
919	To the Bone	(I) (2017)	Drama	6.8	Director: Marti Noxon |      Stars: Rebekah Kennedy,  Lily Collins,  Dana L. Wilson,  Ziah Colon	43863.0	107.0
920	The Perfection	(2018)	Drama, Horror, Music	6.2	Director: Richard Shepard |      Stars: Marie Maskell,  Allison Williams,  Christina Jastrzembska,  Glynis Davies	38531.0	90.0
921	The Sleepover	(2020)	Action, Adventure, Comedy	5.6	Director: Trish Sie |      Stars: Sadie Stanley,  Maxwell Simkins,  Cree Cicchino,  Lucas Jaye	9040.0	100.0
922	tick, tick...Boom!	(2021)	Biography, Drama, Musical	6.595237226277373	Director: Lin-Manuel Miranda |      Stars: Vanessa Hudgens,  Bradley Whitford,  Andrew Garfield,  Alexandra Shipp	21652.736861313868	115.0
923	Devilman: Crybaby	(2018)	Animation, Action, Fantasy	7.6	Stars: Koki Uchiyama,  Ayumu Murase,  Griffin Burns,  Kyle McCarley	15076.0	25.0
924	Deliver Us from Evil	(I) (2014)	Action, Biography, Crime	6.2	Director: Scott Derrickson |      Stars: Eric Bana,  Edgar Ramírez,  Olivia Munn,  Chris Coy	73461.0	118.0
925	Set It Up	(2018)	Comedy, Romance	6.5	Director: Claire Scanlon |      Stars: Zoey Deutch,  Glen Powell,  Lucy Liu,  Taye Diggs	45957.0	105.0
926	Baegabondeu	(2019)	Action, Mystery, Thriller	8.3	Stars: Lee Seung-gi,  Bae Suzy,  Jung-hee Moon,  Yun-shik Baek	5333.0	60.0
927	Concrete Cowboy	(2020)	Drama	6.3	Director: Ricky Staub |      Stars: Idris Elba,  Caleb McLaughlin,  Lorraine Toussaint,  Jharrel Jerome	7008.0	111.0
928	Tae-yang-eui hoo-ye	(2016)	Action, Comedy, Drama	8.3	Stars: Song Joong-ki,  Song Hye-Kyo,  Jin Goo,  Kim Ji-Won	11327.0	60.0
929	Bimilui Soop	(2017– )	Crime, Drama, Mystery	8.6	Stars: Cho Seung-woo,  Bae Doona,  Lee Joon-hyuk,  Jeon Bae-soo	6339.0	60.0
930	The Human Centipede II (Full Sequence)	(2011)	Horror	3.8	Director: Tom Six |      Stars: Laurence R. Harvey,  Ashlynn Yennie,  Maddi Black,  Kandace Caine	36912.0	91.0
931	Tate no Yuusha no Nariagari	(2019– )	Animation, Action, Adventure	8.1	Stars: Kaito Ishikawa,  Asami Seto,  Billy Kametz,  Robbie Friedman	8129.0	24.0
932	Kara Para Ask	(2014–2015)	Action, Crime, Drama	7.3	Stars: Engin Akyürek,  Tuba Büyüküstün,  Erkan Can,  Damla Colbay	5300.0	90.0
933	Shadowplay	(2020– )	Drama, Thriller	6.5	Stars: Taylor Kitsch,  Michael C. Hall,  Logan Marshall-Green,  Nina Hoss	1072.0	45.0
934	Selena: The Series	(2020–2021)	Biography, Drama, Music	6.8	Stars: Christian Serratos,  Gabriel Chavarria,  Ricardo Chavira,  Noemi Gonzalez	3948.0	40.0
935	Skater Girl	(2021)	Drama, Family, Sport	6.7	Director: Manjari Makijany |      Stars: Amy Maghera,  Rachel Saanchita Gupta,  Waheeda Rehman,  Jonathan Readwin	2947.0	107.0
936	Calibre	(2018)	Drama, Thriller	6.8	Director: Matt Palmer |      Stars: Jack Lowden,  Martin McCann,  Tony Curran,  Ian Pirie	24891.0	101.0
937	Sightless	(2020)	Drama, Thriller	5.5	Director: Cooper Karl |      Stars: Madelaine Petsch,  Alexander Koch,  Deniz Akdeniz,  Matthew Yang King	6552.0	89.0
938	Tiny Pretty Things	(2020– )	Drama, Mystery, Thriller	5.9	Stars: Kylie Jefferson,  Lauren Holly,  Casimere Jollette,  Brennan Clost	8033.0	60.0
939	Baki	(2018–2020)	Animation, Action, Drama	6.7	Stars: Tôru Furuya,  Kirk Thornton,  Troy Baker,  Nobunaga Shimazaki	4329.0	45.0
940	Mudbound	(2017)	Drama, War	7.4	Director: Dee Rees |      Stars: Jason Mitchell,  Carey Mulligan,  Jason Clarke,  Mary J. Blige	45231.0	134.0
941	Close	(I) (2019)	Action, Drama, Thriller	5.7	Director: Vicky Jewson |      Stars: Noomi Rapace,  Olivia Jewson,  Abdellatif Chaouqi,  Sophie Nélisse	22708.0	94.0
942	Dead Man Down	(2013)	Action, Crime, Drama	6.5	Director: Niels Arden Oplev |      Stars: Colin Farrell,  Noomi Rapace,  Dominic Cooper,  Terrence Howard	65672.0	118.0
943	Sexify	(2021– )	Comedy, Drama	6.5	Stars: Aleksandra Skraba,  Maria Sobocinska,  Sandra Drzymalska,  Piotr Pacek	4053.0	40.0
944	Paradise PD	(2018– )	Animation, Action, Comedy	6.9	Stars: Sarah Chalke,  David Herman,  Tom Kenny,  Kyle Kinane	15799.0	28.0
945	Selling Sunset	(2019– )	Reality-TV	6.3	Stars: Mary Fitzgerald,  Chrishell Stause,  Brett Oppenheim,  Jason Oppenheim	3693.0	30.0
946	Greenleaf	(2016–2020)	Drama	7.4	Stars: Merle Dandridge,  Kim Hawthorne,  Desiree Ross,  Lamman Rucker	4624.0	60.0
947	Raising Dion	(2019– )	Drama, Sci-Fi	7.2	Stars: Alisha Wainwright,  Ja'Siah Young,  Ali Ahn,  Gavin Munn	9560.0	50.0
948	Country Comfort	(2021)	Comedy, Drama, Family	6.9	Stars: Katharine McPhee,  Eddie Cibrian,  Ricardo Hurtado,  Jamie Martin Mann	2617.0	79.83280507131538
949	Family Reunion	(2019– )	Comedy	6.6	Stars: Talia Jackson,  Tia Mowry-Hardrict,  Anthony Alabi,  Loretta Devine	2049.0	28.0
950	A Week Away	(2021)	Drama, Family, Musical	5.8	Director: Roman White |      Stars: Kevin Quinn,  Bailee Madison,  Jahbril Cook,  Kat Conner Sterling	3565.0	94.0
951	Step Up	(2006)	Crime, Drama, Music	6.5	Director: Anne Fletcher |      Stars: Channing Tatum,  Jenna Dewan,  Damaine Radcliff,  De'Shawn Washington	113232.0	104.0
952	The Social Dilemma	(2020)	Documentary, Drama	7.6	Director: Jeff Orlowski |      Stars: Tristan Harris,  Jeff Seibert,  Bailey Richardson,  Joe Toscano	72604.0	94.0
953	The Promise	(II) (2016)	Action, Adventure, Drama	6.0	Director: Terry George |      Stars: Oscar Isaac,  Charlotte Le Bon,  Christian Bale,  Daniel Giménez Cacho	174181.0	133.0
954	Mignonnes	(2020)	Drama	3.2	Director: Maïmouna Doucouré |      Stars: Fathia Youssouf,  Médina El Aidi-Azouni,  Esther Gohourou,  Ilanah Cami-Goursolas	28451.0	96.0
955	Everything Sucks!	(2018)	Comedy, Drama	7.5	Stars: Jahi Di'Allo Winston,  Peyton Kennedy,  Patch Darragh,  Claudine Mboligikpelani Nako	16163.0	30.0
956	Night Stalker: The Hunt for a Serial Killer	(2021)	Documentary, Crime, Mystery	7.5	Stars: Gil Carrillo,  Frank Salerno,  Tony Valdez,  Laurel Erickson	20124.0	189.0
958	The Night Comes for Us	(2018)	Action, Thriller	7.0	Director: Timo Tjahjanto |      Stars: Iko Uwais,  Joe Taslim,  Julie Estelle,  Hannah Al Rashid	23261.0	121.0
959	Child 44	(2015)	Crime, Drama, History	6.5	Director: Daniel Espinosa |      Stars: Tom Hardy,  Gary Oldman,  Noomi Rapace,  Joel Kinnaman	67925.0	137.0
960	To All the Boys: Always and Forever	(2021)	Comedy, Drama, Romance	6.3	Director: Michael Fimognari |      Stars: Lana Condor,  Noah Centineo,  Janel Parrish,  Anna Cathcart	19098.0	109.0
961	The Flower of Evil	(2020)	Crime, Mystery, Romance	8.8	Stars: Lee Joon-Gi,  Moon Chae-Won,  Seo Hyun-woo,  Choi Dae-hoon	4151.0	70.0
962	Berlin Syndrome	(2017)	Drama, Horror, Mystery	6.3	Director: Cate Shortland |      Stars: Teresa Palmer,  Max Riemelt,  Matthias Habich,  Emma Bading	23476.0	116.0
963	Office Christmas Party	(2016)	Comedy	5.9	Directors: Josh Gordon,  Will Speck |      Stars: Jason Bateman,  Olivia Munn,  T.J. Miller,  Jennifer Aniston	72433.0	105.0
964	White Girl	(2016)	Crime, Drama	5.7	Director: Elizabeth Wood |      Stars: Morgan Saylor,  Brian Marc,  Justin Bartha,  Adrian Martinez	10127.0	88.0
965	Pine Gap	(2018)	Drama, Mystery, Thriller	7.2	Stars: Parker Sawyers,  Jacqueline McKenzie,  Steve Toussaint,  Tess Haubrich	4182.0	360.0
966	Cargo	(I) (2017)	Drama, Horror, Sci-Fi	6.3	Directors: Ben Howling,  Yolanda Ramke |      Stars: Simone Landers,  Martin Freeman,  Marlee Jane McPherson-Dobbins,  Lily Anne McPherson-Dobbins	39943.0	105.0
968	Mercury Rising	(1998)	Action, Crime, Drama	6.1	Director: Harold Becker |      Stars: Bruce Willis,  Miko Hughes,  Alec Baldwin,  Chi McBride	70935.0	111.0
969	Game Over, Man!	(2018)	Action, Comedy	5.4	Director: Kyle Newacheck |      Stars: Adam Devine,  Anders Holm,  Blake Anderson,  Chloe Bridges	27756.0	101.0
970	Friends from College	(2017–2019)	Comedy, Drama	6.9	Stars: Keegan-Michael Key,  Cobie Smulders,  Annie Parisse,  Nat Faxon	19088.0	30.0
971	Limitless	(2015–2016)	Comedy, Crime, Drama	7.7	Stars: Jake McDorman,  Jennifer Carpenter,  Hill Harper,  Mary Elizabeth Mastrantonio	63498.0	42.0
972	Spectral	(2016)	Action, Adventure, Sci-Fi	6.3	Director: Nic Mathieu |      Stars: James Badge Dale,  Emily Mortimer,  Bruce Greenwood,  Max Martini	55165.0	107.0
973	The Siege of Jadotville	(2016)	Action, Drama, History	7.2	Director: Richie Smyth |      Stars: Richard Lukunku,  Danny Sapani,  Andrew Stock,  Mark Strong	35164.0	108.0
974	Velvet Buzzsaw	(2019)	Horror, Mystery, Thriller	5.7	Director: Dan Gilroy |      Stars: Jake Gyllenhaal,  Rene Russo,  Zawe Ashton,  Tom Sturridge	56534.0	113.0
975	Secret Obsession	(2019)	Thriller	4.4	Director: Peter Sullivan |      Stars: Brenda Song,  Mike Vogel,  Dennis Haysbert,  Ashley Scott	19545.0	97.0
976	Don't F**k with Cats: Hunting an Internet Killer	(2019)	Documentary, Crime	8.0	Stars: Deanna Thompson,  John Green,  Claudette Hamlin,  Antonio Paradiso	42827.0	187.0
977	Suburbicon	(2017)	Comedy, Crime, Drama	5.7	Director: George Clooney |      Stars: Matt Damon,  Julianne Moore,  Oscar Isaac,  Noah Jupe	41867.0	105.0
978	Bajocero	(2021)	Action, Adventure, Crime	6.2	Director: Lluís Quílez |      Stars: Javier Gutiérrez,  Karra Elejalde,  Luis Callejo,  Andrés Gertrúdix	16022.0	106.0
979	The Titan	(2018)	Drama, Mystery, Romance	4.8	Director: Lennart Ruff |      Stars: Sam Worthington,  Taylor Schilling,  Tom Wilkinson,  Agyness Deyn	29407.0	97.0
980	W lesie dzis nie zasnie nikt	(2020)	Horror, Thriller	4.8	Director: Bartosz M. Kowalski |      Stars: Julia Wieniawa-Narkiewicz,  Michal Lupa,  Wiktoria Gasiewska,  Stanislaw Cywka	8260.0	102.0
981	The King: Youngwonui Gunjoo	(2020)	Fantasy, Mystery, Romance	8.3	Stars: Lee Min-Ho,  Kim Go-eun,  Woo Do-Hwan,  Kim Kyung-Nam	8068.0	70.0
982	Horse Girl	(I) (2020)	Drama, Mystery, Thriller	5.9	Director: Jeff Baena |      Stars: Alison Brie,  Molly Shannon,  Goldenite,  Stella Chestnut	15901.0	103.0
983	Small Town Crime	(2017)	Crime, Mystery, Thriller	6.6	Directors: Eshom Nelms,  Ian Nelms |      Stars: John Hawkes,  Anthony Anderson,  Octavia Spencer,  Robert Forster	10480.0	91.0
984	The Two Popes	(2019)	Comedy, Drama	7.6	Director: Fernando Meirelles |      Stars: Anthony Hopkins,  Jonathan Pryce,  Juan Minujín,  Luis Gnecco	113825.0	125.0
985	A Fall from Grace	(2020)	Drama, Fantasy, Thriller	5.9	Director: Tyler Perry |      Stars: Crystal Fox,  Phylicia Rashad,  Bresha Webb,  Mehcad Brooks	13360.0	120.0
986	Alexa & Katie	(2018–2020)	Comedy, Drama	7.5	Stars: Paris Berelc,  Isabel May,  Jolie Jenkins,  Emery Kelly	3660.0	25.0
987	Goosebumps	(1995–1998)	Family, Fantasy, Horror	7.7	Stars: R.L. Stine,  Kathryn Short,  Cody Jones,  Scott Wickware	12427.0	22.0
988	The Italian Job	(1969)	Action, Comedy, Crime	7.3	Director: Peter Collinson |      Stars: Michael Caine,  Noël Coward,  Benny Hill,  Raf Vallone	43775.0	99.0
989	Better Watch Out	(II) (2016)	Comedy, Horror, Thriller	6.5	Director: Chris Peckover |      Stars: Olivia DeJonge,  Levi Miller,  Ed Oxenbould,  Aleks Mikic	33703.0	89.0
991	Love Wedding Repeat	(2020)	Comedy, Romance	5.5	Director: Dean Craig |      Stars: Sam Claflin,  Olivia Munn,  Freida Pinto,  Eleanor Tomlinson	18758.0	100.0
992	Killerman	(2019)	Action, Crime, Thriller	5.4	Director: Malik Bader |      Stars: Liam Hemsworth,  Emory Cohen,  Diane Guerrero,  Zlatko Buric	4495.0	112.0
993	Blitz	(2011)	Action, Crime, Thriller	6.2	Director: Elliott Lester |      Stars: Jason Statham,  Paddy Considine,  Aidan Gillen,  Zawe Ashton	83777.0	97.0
994	The Devil's Own	(1997)	Action, Crime, Drama	6.2	Director: Alan J. Pakula |      Stars: Harrison Ford,  Brad Pitt,  Margaret Colin,  Rubén Blades	62161.0	111.0
995	Kaze tachinu	(2013)	Animation, Biography, Drama	7.8	Director: Hayao Miyazaki |      Stars: Hideaki Anno,  Hidetoshi Nishijima,  Miori Takimoto,  Masahiko Nishimura	77732.0	126.0
996	Monster	(II) (2018)	Crime, Drama	6.5	Director: Anthony Mandler |      Stars: ASAP Rocky,  John David Washington,  Kelvin Harrison Jr.,  Roberto Lopez	4559.0	98.0
997	The Boss Baby: Back in Business	(2018–2021)	Animation, Adventure, Comedy	6.5	Stars: JP Karliak,  David W. Collins,  Flula Borg,  Pierce Gagnon	2948.0	25.0
998	Spinning Out	(2020)	Drama, Sport	7.6	Stars: Kaya Scodelario,  January Jones,  Willow Shields,  Evan Roderick	11776.0	48.0
999	Tenkû no shiro Rapyuta	(1986)	Animation, Adventure, Drama	8.0	Director: Hayao Miyazaki |      Stars: Mayumi Tanaka,  Keiko Yokozawa,  Kotoe Hatsui,  Minori Terada	155408.0	125.0
1000	I Don't Feel at Home in This World Anymore	(2017)	Comedy, Crime, Drama	6.9	Director: Macon Blair |      Stars: Melanie Lynskey,  Chris Doubek,  Marilyn Faith Hickey,  Jared Roylance	52197.0	93.0
1001	The Meyerowitz Stories (New and Selected)	(2017)	Comedy, Drama	6.9	Director: Noah Baumbach |      Stars: Adam Sandler,  Grace Van Patten,  Dustin Hoffman,  Elizabeth Marvel	45047.0	112.0
1002	Alta mar	(2019–2020)	Crime, Drama, Mystery	6.8	Stars: Ivana Baquero,  Jon Kortajarena,  Alejandra Onieva,  Eloy Azorín	6483.0	50.0
1003	Super Dark Times	(2017)	Crime, Drama, Horror	6.6	Director: Kevin Phillips |      Stars: Owen Campbell,  Charlie Tahan,  Elizabeth Cappuccino,  Amy Hargreaves	20965.0	103.0
1004	Clickbait	(2021)	Crime, Drama, Mystery	6.595237226277373	Stars: Jessica Collins,  Camaron Engels,  Jaylin Fletcher,  Motell Gyn Foster	21652.736861313868	79.83280507131538
1005	Zwartboek	(2006)	Drama, Thriller, War	7.7	Director: Paul Verhoeven |      Stars: Carice van Houten,  Sebastian Koch,  Thom Hoffman,  Halina Reijn	74139.0	145.0
1006	The Half of It	(I) (2020)	Comedy, Drama, Romance	6.9	Director: Alice Wu |      Stars: Leah Lewis,  Daniel Diemer,  Alexxis Lemire,  Wolfgang Novogratz	31488.0	104.0
1007	Flaked	(2016– )	Comedy, Drama, Romance	7.2	Stars: Will Arnett,  David Sullivan,  Ruth Kearney,  George Basil	10782.0	30.0
1008	Before I Wake	(2016)	Drama, Fantasy, Horror	6.2	Director: Mike Flanagan |      Stars: Kate Bosworth,  Oleksandr Reshetilov,  Thomas Jane,  Jacob Tremblay	42362.0	97.0
1009	Gwimul	(2021– )	Drama, Mystery, Thriller	8.2	Stars: Shin Ha-kyun,  Yeo Jin-gu,  Sung-eun Choi,  Choi Dae-hoon	1153.0	70.0
1010	Someone Great	(2019)	Comedy, Romance	6.2	Director: Jennifer Kaytin Robinson |      Stars: Gina Rodriguez,  LaKeith Stanfield,  Brittany Snow,  DeWanda Wise	19530.0	92.0
1011	Feel the Beat	(2020)	Comedy, Drama, Family	6.3	Director: Elissa Down |      Stars: Sofia Carson,  Pamela MacDonald,  Sonia Laplante,  Nayo	9400.0	109.0
1012	See No Evil, Hear No Evil	(1989)	Comedy, Crime	6.9	Director: Arthur Hiller |      Stars: Richard Pryor,  Gene Wilder,  Joan Severance,  Kevin Spacey	51788.0	103.0
1013	Aseudal Yeondaegi	(2019– )	Action, Drama, Fantasy	8.4	Stars: Song Joong-ki,  Kim Ji-Won,  Jang Dong-Gun,  Kim Ok-bin	3266.0	80.0
1014	Dare Me	(2019–2020)	Crime, Mystery, Thriller	6.7	Stars: Willa Fitzgerald,  Herizen F. Guardiola,  Marlo Kelly,  Rob Heaps	4049.0	42.0
1015	Dolemite Is My Name	(2019)	Biography, Comedy, Drama	7.3	Director: Craig Brewer |      Stars: Eddie Murphy,  Keegan-Michael Key,  Mike Epps,  Craig Robinson	56613.0	118.0
1016	Le Bazar de la Charité	(2019)	Drama, History	7.7	Stars: Audrey Fleurot,  Julie De Bona,  Camille Lou,  Gilbert Melki	3736.0	48.0
1017	Beasts of No Nation	(2015)	Drama, War	7.7	Director: Cary Joji Fukunaga |      Stars: Abraham Attah,  Emmanuel Affadzi,  Ricky Adelayitor,  Andrew Adote	76530.0	137.0
1018	Killjoys	(2015–2019)	Action, Adventure, Sci-Fi	7.2	Stars: Hannah John-Kamen,  Aaron Ashmore,  Luke Macfarlane,  Tamsen McDonough	20794.0	42.0
1019	Don't Trust the B---- in Apartment 23	(2012–2013)	Comedy	7.3	Stars: Krysten Ritter,  Dreama Walker,  Michael Blaiklock,  Eric André	35329.0	22.0
1020	Vivir sin permiso	(2018–2020)	Drama	7.5	Stars: Jose Coronado,  Álex González,  Claudia Traisac,  Luis Zahera	3769.0	75.0
1021	We Summon the Darkness	(2019)	Horror, Music, Thriller	5.2	Director: Marc Meyers |      Stars: Alexandra Daddario,  Keean Johnson,  Maddie Hasson,  Amy Forsyth	8597.0	91.0
1022	Voltron: Legendary Defender	(2016–2018)	Animation, Action, Adventure	8.1	Stars: Jeremy Shada,  Bex Taylor-Klaus,  Tyler Labine,  Kimberly Brooks	8043.0	23.0
1023	Kalifat	(2020– )	Crime, Drama, Thriller	8.2	Stars: Gizem Erdogan,  Amed Bozan,  Aliette Opheim,  Albin Grenholm	15200.0	46.0
1024	Final Score	(2018)	Action, Drama, Thriller	5.8	Director: Scott Mann |      Stars: Martyn Ford,  Gordon Alexander,  Alexandra Dinu,  Peter Pedrero	10598.0	104.0
1025	Sick Note	(2017–2018)	Comedy, Crime	6.8	Stars: Rupert Grint,  Nick Frost,  Pippa Bennett-Warner,  Marama Corlett	6468.0	30.0
1026	When We First Met	(2018)	Comedy, Fantasy, Romance	6.4	Director: Ari Sandel |      Stars: Adam Devine,  Alexandra Daddario,  Shelley Hennig,  Andrew Bachelor	44822.0	97.0
1027	Myth & Mogul: John DeLorean	(2021– )	Documentary, Biography, Crime	7.0		213.0	79.83280507131538
1028	Isn't It Romantic	(2019)	Comedy, Fantasy, Musical	5.9	Director: Todd Strauss-Schulson |      Stars: Rebel Wilson,  Liam Hemsworth,  Adam Devine,  Priyanka Chopra Jonas	65584.0	89.0
1029	Great News	(2017–2018)	Comedy	7.0	Stars: Briga Heelan,  Andrea Martin,  Adam Campbell,  Nicole Richie	5958.0	22.0
1030	Karppi	(2018–2020)	Crime, Drama, Mystery	7.2	Stars: Pihla Viitala,  Lauri Tilkanen,  Mimosa Willamo,  Noa Tola	7267.0	45.0
1031	La trêve	(2016– )	Crime, Drama, Thriller	7.6	Stars: Yoann Blanc,  Jasmina Douieb,  Lara Hubinont,  Tom Audenaert	5936.0	52.0
1032	Red Dot	(2021)	Drama, Horror, Thriller	5.5	Director: Alain Darborg |      Stars: Nanna Blondell,  Johannes Kuhnke,  Anastasios Soulis,  Anna Azcárate	11555.0	86.0
1033	The Midnight Gospel	(2020– )	Animation, Adventure, Comedy	8.2	Stars: Phil Hendrie,  Duncan Trussell,  Joey Diaz,  Doug Lussenhop	13931.0	23.0
1034	Rise of Empires: Ottoman	(2020)	Documentary, Drama, History	7.9	Stars: Cem Yigit Uzümoglu,  Tommaso Basili,  Selim Bayraktar,  Birkan Sokullu	20016.0	44.0
1036	Derek	(2012–2014)	Comedy, Drama	8.0	Stars: Ricky Gervais,  Kerry Godliman,  David Earl,  Tim Barlow	29242.0	23.0
1037	Tyrant	(2014–2016)	Action, Drama, Thriller	7.8	Stars: Adam Rayner,  Jennifer Finnigan,  Ashraf Barhom,  Moran Atias	22324.0	60.0
1038	Athlete A	(2020)	Documentary, Crime, Sport	7.6	Directors: Bonni Cohen,  Jon Shenk |      Stars: Maggie Nichols,  Gina Nichols,  John Nichols,  Steve Berta	8827.0	103.0
1040	Chambers	(2019)	Drama, Fantasy, Horror	6.5	Stars: Sivan Alyra Rose,  Marcus LaVoi,  Nicholas Galitzine,  Kyanna Simone Simpson	7794.0	60.0
1041	The Frankenstein Chronicles	(2015–2017)	Crime, Drama, Fantasy	7.3	Stars: Sean Bean,  Richie Campbell,  Tom Ward,  Ryan Sampson	10591.0	48.0
1042	The Ghost Writer	(2010)	Crime, Drama, Mystery	7.2	Director: Roman Polanski |      Stars: Ewan McGregor,  Pierce Brosnan,  Olivia Williams,  Jon Bernthal	159090.0	128.0
1043	The Boy Who Harnessed the Wind	(2019)	Biography, Drama, History	7.6	Director: Chiwetel Ejiofor |      Stars: Chiwetel Ejiofor,  Maxwell Simba,  Felix Lemburo,  Robert Agengo	32661.0	113.0
1044	Hoo-goong: Je-wang-eui cheob	(2012)	Drama, History, Romance	6.1	Director: Dae-seung Kim |      Stars: Yeo-jeong Cho,  Dong-wook Kim,  Min-Joon Kim,  Ji-Young Park	1756.0	122.0
1045	War Machine	(2017)	Comedy, Drama, War	6.0	Director: David Michôd |      Stars: Brad Pitt,  Daniel Betts,  John Magaro,  Emory Cohen	43574.0	122.0
1046	Traitors	(2019)	Thriller	6.6	Stars: Emma Appleton,  Brandon P Bell,  Keeley Hawes,  Luke Treadaway	2568.0	60.0
1047	Welcome Home	(I) (2018)	Thriller	5.2	Director: George Ratliff |      Stars: Emily Ratajkowski,  Aaron Paul,  Riccardo Scamarcio,  Katy Louise Saunders	6846.0	97.0
1048	Big Timber	(2020– )	Reality-TV	6.5	Stars: Sarah Fleming,  Erik Wenstob,  Kevin Wenstob,  Coleman Willner	333.0	79.83280507131538
1049	The Good Cop	(2018)	Comedy, Crime, Drama	7.1	Stars: Tony Danza,  Josh Groban,  Monica Barbaro,  Isiah Whitlock Jr.	5172.0	60.0
1050	Chen qing ling	(2019)	Action, Adventure, Drama	9.0	Stars: Zhan Xiao,  Yibo Wang,  Zhuocheng Wang,  Lu Xuan	4650.0	50.0
1051	Batman: The Movie	(1966)	Adventure, Comedy, Crime	6.5	Director: Leslie H. Martinson |      Stars: Adam West,  Burt Ward,  Lee Meriwether,  Cesar Romero	30610.0	105.0
1052	Dark Places	(2015)	Crime, Drama, Mystery	6.2	Director: Gilles Paquet-Brenner |      Stars: Charlize Theron,  Nicholas Hoult,  Christina Hendricks,  Chloë Grace Moretz	43273.0	113.0
1053	6 Days	(I) (2017)	Action, Drama, History	6.2	Director: Toa Fraser |      Stars: Jamie Bell,  Mark Strong,  Abbie Cornish,  Martin Shaw	19869.0	94.0
1054	Toy Boy	(2019)	Crime, Drama, Thriller	6.4	Stars: Jesús Mosquera,  Cristina Castaño,  María Pedraza,  José de la Torre	5774.0	79.83280507131538
1055	The Hour	(2011–2012)	Drama	8.0	Stars: Romola Garai,  Ben Whishaw,  Dominic West,  Anna Chancellor	9753.0	60.0
1056	Tall Girl	(2019)	Comedy, Drama, Family	5.2	Director: Nzingha Stewart |      Stars: Ava Michelle,  Griffin Gluck,  Sabrina Carpenter,  Paris Berelc	19380.0	101.0
1057	The Real Housewives of New York City	(2008– )	Reality-TV	4.5	Stars: Ramona Singer,  Luann de Lesseps,  Sonja Morgan,  Bethenny Frankel	3254.0	44.0
1058	Being Human	(2008–2013)	Comedy, Drama, Fantasy	7.8	Stars: Lenora Crichlow,  Russell Tovey,  Aidan Turner,  Sinéad Keenan	24392.0	60.0
1059	Psycho-Pass	(2012– )	Animation, Action, Crime	8.2	Stars: Kana Hanazawa,  Miyuki Sawashiro,  Noriko Hidaka,  Shizuka Itô	16859.0	25.0
1060	Cam	(2018)	Drama, Horror, Mystery	5.9	Director: Daniel Goldhaber |      Stars: Madeline Brewer,  Patch Darragh,  Melora Walters,  Devin Druid	28739.0	94.0
1061	Kono subarashii sekai ni shukufuku o!	(2016–2017)	Animation, Adventure, Comedy	7.8	Stars: Jun Fukushima,  Sora Amamiya,  Rie Takahashi,  Ai Kayano	7626.0	24.0
1062	Leyla ile Mecnun	(2011–2021)	Adventure, Comedy, Drama	9.1	Stars: Ali Atay,  Ahmet Mümtaz Taylan,  Serkan Keskin,  Cengiz Bozkurt	90655.0	80.0
1063	Boyka: Undisputed IV	(2016 Video)	Action, Drama, Sport	7.0	Director: Todor Chapkanov |      Stars: Scott Adkins,  Teodora Duhovnikova,  Alon Aboutboul,  Julian Vergov	26802.0	86.0
1064	V-Wars	(2019)	Drama, Horror, Sci-Fi	6.1	Stars: Ian Somerhalder,  Adrian Holmes,  Jacky Lai,  Kyle Breitkopf	12690.0	60.0
1065	Between Two Ferns: The Movie	(2019)	Comedy	6.1	Director: Scott Aukerman |      Stars: Zach Galifianakis,  Matthew McConaughey,  Rekha Shankar,  Olivia Mekdara	28298.0	82.0
1066	Sijipeuseu: The Myth	(2021– )	Action, Drama, Fantasy	7.1	Stars: Cho Seung-woo,  Park Shin-Hye,  In-ho Tae,  Hye-in Jeong	2359.0	70.0
1067	A Perfect Ending	(2012)	Drama, Romance	5.7	Director: Nicole Conn |      Stars: Barbara Niven,  Bryan Mordechai Jackson,  Jessica Clark,  John Heard	4044.0	110.0
1068	Das schaurige Haus	(2020)	Drama, Family, Fantasy	5.4	Director: Daniel Prochaska |      Stars: Marii Weichsler,  Julia Koschitz,  Leon Orlandianyi,  Lars Bitterlich	2713.0	100.0
1069	Nightflyers	(2018)	Drama, Horror, Mystery	5.9	Stars: Eoin Macken,  David Ajala,  Jodie Turner-Smith,  Angus Sampson	12288.0	60.0
1070	Hotel Del Luna	(2019)	Drama, Fantasy, Horror	8.2	Stars: Ji-eun Lee,  Yeo Jin-gu,  Shin Jeong-geun,  Bae Hae-Sun	4854.0	80.0
1071	The Baby-Sitters Club	(2020– )	Comedy, Drama, Family	7.4	Stars: Sophie Grace,  Momona Tamada,  Shay Rudolph,  Malia Baker	2599.0	79.83280507131538
1072	Rim of the World	(2019)	Action, Adventure, Comedy	5.2	Director: McG |      Stars: Jack Gore,  Miya Cech,  Benjamin Flores Jr.,  Alessio Scalzotto	20693.0	98.0
1073	Crossing Lines	(2013–2015)	Action, Crime, Drama	7.3	Stars: Tom Wlaschiha,  Donald Sutherland,  Lara Rossi,  William Fichtner	12545.0	43.0
1074	We Bare Bears	(2014–2019)	Animation, Adventure, Comedy	7.9	Stars: Eric Edelstein,  Demetri Martin,  Bobby Moynihan,  Keith Ferguson	12975.0	30.0
1075	The Saint	(2017 TV Movie)	Action, Adventure, Crime	4.9	Director: Ernie Barbarash |      Stars: Adam Rayner,  Eliza Dushku,  Ian Ogilvy,  James Remar	6077.0	91.0
